Tokens,Tags
"['Quite', 'a', 'queue', '.', 'The', 'rice', 'is', 'tasty', ';', 'you', 'can', 'taste', 'the', ""'"", 'lemak', '.', ""'"", 'The', 'sambal', 'is', 'not', 'spicy', 'at', 'all', '.', 'Cockles', 'and', 'meat', 'are', 'recommended', '.', 'I', 'wish', 'the', 'lungs', 'were', 'not', 'sold', 'out', '.']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Quite', 'a', 'queue', '.', 'The', 'rice', 'is', 'tasty', ';', 'you', 'can', 'taste', 'the', ""'"", 'lemak', '.', ""'"", 'The', 'sambal', 'is', 'not', 'spicy', 'at', 'all', '.', 'Cockles', 'and', 'meat', 'are', 'recommended', '.', 'I', 'wish', 'the', 'lungs', 'were', 'not', 'sold', 'out', '.']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Nex', 'Carlos', 'recommendation', '.', 'Food', 'taste', 'good', '.', 'Various', 'options', '.', 'Long', 'queue', 'but', 'fast', 'service', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
"['Nex', 'Carlos', 'recommendation', '.', 'Food', 'taste', 'good', '.', 'Various', 'options', '.', 'Long', 'queue', 'but', 'fast', 'service', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
"['Nex', 'Carlos', 'recommendation', '.', 'Food', 'taste', 'good', '.', 'Various', 'options', '.', 'Long', 'queue', 'but', 'fast', 'service', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
"['Nex', 'Carlos', 'recommendation', '.', 'Food', 'taste', 'good', '.', 'Various', 'options', '.', 'Long', 'queue', 'but', 'fast', 'service', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
"['It', 'is', 'totally', 'worth', 'the', 'hype', '.', 'Well', 'maintained', 'and', 'clean', '.', 'Food', 'is', 'great', 'and', 'service', 'is', 'good', '.', 'Would', 'recommend', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'totally', 'worth', 'the', 'hype', '.', 'Well', 'maintained', 'and', 'clean', '.', 'Food', 'is', 'great', 'and', 'service', 'is', 'good', '.', 'Would', 'recommend', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'totally', 'worth', 'the', 'hype', '.', 'Well', 'maintained', 'and', 'clean', '.', 'Food', 'is', 'great', 'and', 'service', 'is', 'good', '.', 'Would', 'recommend', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'restaurant', 'is', 'overrated', '!', '!', '!', 'The', 'sambal', 'is', 'too', 'sweet', ',', 'coconut', 'rice', 'is', 'not', 'fragrant', ',', 'the', 'beef', 'rendang', 'is', 'dry', 'and', 'tough', 'and', 'no', 'peanuts', '.', 'Not', 'sure', 'what', 'the', 'hype', 'is', 'about', '!', 'Sorry', 'to', 'say', ',', 'but', 'its', 'not', 'worth', 'eating', '.', 'The', 'two', 'ladies', 'that', 'served']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'restaurant', 'is', 'overrated', '!', '!', '!', 'The', 'sambal', 'is', 'too', 'sweet', ',', 'coconut', 'rice', 'is', 'not', 'fragrant', ',', 'the', 'beef', 'rendang', 'is', 'dry', 'and', 'tough', 'and', 'no', 'peanuts', '.', 'Not', 'sure', 'what', 'the', 'hype', 'is', 'about', '!', 'Sorry', 'to', 'say', ',', 'but', 'its', 'not', 'worth', 'eating', '.', 'The', 'two', 'ladies', 'that', 'served']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'restaurant', 'is', 'overrated', '!', '!', '!', 'The', 'sambal', 'is', 'too', 'sweet', ',', 'coconut', 'rice', 'is', 'not', 'fragrant', ',', 'the', 'beef', 'rendang', 'is', 'dry', 'and', 'tough', 'and', 'no', 'peanuts', '.', 'Not', 'sure', 'what', 'the', 'hype', 'is', 'about', '!', 'Sorry', 'to', 'say', ',', 'but', 'its', 'not', 'worth', 'eating', '.', 'The', 'two', 'ladies', 'that', 'served']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'restaurant', 'is', 'overrated', '!', '!', '!', 'The', 'sambal', 'is', 'too', 'sweet', ',', 'coconut', 'rice', 'is', 'not', 'fragrant', ',', 'the', 'beef', 'rendang', 'is', 'dry', 'and', 'tough', 'and', 'no', 'peanuts', '.', 'Not', 'sure', 'what', 'the', 'hype', 'is', 'about', '!', 'Sorry', 'to', 'say', ',', 'but', 'its', 'not', 'worth', 'eating', '.', 'The', 'two', 'ladies', 'that', 'served']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Very', 'little', 'rice', '.', 'does', 'not', 'match', 'the', 'price', '.', 'Taste', 'is', 'okay', '.', 'Just', 'not', 'worth', 'it', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Very', 'little', 'rice', '.', 'does', 'not', 'match', 'the', 'price', '.', 'Taste', 'is', 'okay', '.', 'Just', 'not', 'worth', 'it', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Very', 'little', 'rice', '.', 'does', 'not', 'match', 'the', 'price', '.', 'Taste', 'is', 'okay', '.', 'Just', 'not', 'worth', 'it', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', 'but', 'the', 'nasi', 'lemak', 'portion', 'is', 'small', '.', 'Besides', 'that', ',', 'it', 'is', 'a', 'bit', 'expensive', '.']","[0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Delicious', 'but', 'the', 'nasi', 'lemak', 'portion', 'is', 'small', '.', 'Besides', 'that', ',', 'it', 'is', 'a', 'bit', 'expensive', '.']","[0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Delicious', 'but', 'the', 'nasi', 'lemak', 'portion', 'is', 'small', '.', 'Besides', 'that', ',', 'it', 'is', 'a', 'bit', 'expensive', '.']","[0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Short', 'ques', ',', 'affordable', ',', 'tasty', 'and', 'fast', 'service', '.', 'there', 'are', 'more', 'restaurants', 'available', 'nearby', '.', 'try', 'them', '.', 'best', 'to', 'stay', 'nearby', 'thus', 'can', 'come', 'back', 'frequently']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Short', 'ques', ',', 'affordable', ',', 'tasty', 'and', 'fast', 'service', '.', 'there', 'are', 'more', 'restaurants', 'available', 'nearby', '.', 'try', 'them', '.', 'best', 'to', 'stay', 'nearby', 'thus', 'can', 'come', 'back', 'frequently']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Short', 'ques', ',', 'affordable', ',', 'tasty', 'and', 'fast', 'service', '.', 'there', 'are', 'more', 'restaurants', 'available', 'nearby', '.', 'try', 'them', '.', 'best', 'to', 'stay', 'nearby', 'thus', 'can', 'come', 'back', 'frequently']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Short', 'ques', ',', 'affordable', ',', 'tasty', 'and', 'fast', 'service', '.', 'there', 'are', 'more', 'restaurants', 'available', 'nearby', '.', 'try', 'them', '.', 'best', 'to', 'stay', 'nearby', 'thus', 'can', 'come', 'back', 'frequently']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'indeed', 'the', 'best', 'nasi', 'lemak', '.', 'The', 'dishes', 'suit', 'the', 'taste', 'of', 'the', 'East', 'Coast', ',', 'not', 'too', 'spicy', ',', 'leaning', 'towards', 'sweetness', '.', 'Good', 'facilities', ',', 'with', 'restroom', 'and', 'prayer', 'room', 'provided', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'indeed', 'the', 'best', 'nasi', 'lemak', '.', 'The', 'dishes', 'suit', 'the', 'taste', 'of', 'the', 'East', 'Coast', ',', 'not', 'too', 'spicy', ',', 'leaning', 'towards', 'sweetness', '.', 'Good', 'facilities', ',', 'with', 'restroom', 'and', 'prayer', 'room', 'provided', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'indeed', 'the', 'best', 'nasi', 'lemak', '.', 'The', 'dishes', 'suit', 'the', 'taste', 'of', 'the', 'East', 'Coast', ',', 'not', 'too', 'spicy', ',', 'leaning', 'towards', 'sweetness', '.', 'Good', 'facilities', ',', 'with', 'restroom', 'and', 'prayer', 'room', 'provided', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'my', 'opinion', ',', 'this', 'nasi', 'lemak', 'Wanjo', 'has', 'its', 'own', 'unique', 'taste', ',', 'its', 'flavor', 'is', 'not', 'common', ',', 'especially', 'from', 'the', 'aroma', 'of', 'its', 'rice', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Place', 'is', 'nice', 'and', 'clean', '.', 'Food', 'is', 'okay', '.', 'But', 'the', 'sambal', 'is', 'not', 'hot', '/', 'spicy', 'just', 'sweetness', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Place', 'is', 'nice', 'and', 'clean', '.', 'Food', 'is', 'okay', '.', 'But', 'the', 'sambal', 'is', 'not', 'hot', '/', 'spicy', 'just', 'sweetness', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Place', 'is', 'nice', 'and', 'clean', '.', 'Food', 'is', 'okay', '.', 'But', 'the', 'sambal', 'is', 'not', 'hot', '/', 'spicy', 'just', 'sweetness', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'taste', 'of', 'the', 'nasi', 'lemak', 'is', 'just', 'okay', '.', 'People', 'keep', 'coming', 'without', 'stopping', ',', 'from', 'the', 'moment', 'we', 'start', 'eating', 'until', 'it', 'is', 'finished', '.', 'There', 'is', 'always', 'a', 'line', 'at', 'the', 'counter', 'where', 'the', 'food', 'is', 'served', '.', 'But', 'there', 'will', 'always', 'be', 'empty', 'tables', 'because', 'the', 'workers', 'are', 'very', 'efficient', ',', 'as', 'soon', 'as', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'taste', 'of', 'the', 'nasi', 'lemak', 'is', 'just', 'okay', '.', 'People', 'keep', 'coming', 'without', 'stopping', ',', 'from', 'the', 'moment', 'we', 'start', 'eating', 'until', 'it', 'is', 'finished', '.', 'There', 'is', 'always', 'a', 'line', 'at', 'the', 'counter', 'where', 'the', 'food', 'is', 'served', '.', 'But', 'there', 'will', 'always', 'be', 'empty', 'tables', 'because', 'the', 'workers', 'are', 'very', 'efficient', ',', 'as', 'soon', 'as', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ice', 'syrup', 'is', 'there', ',', 'hot', 'milo', 'is', 'there', ',', 'Ice', 'milo', 'is', 'fine', '.', 'I', 'dunno', 'man', '.', 'ripoffs', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ice', 'syrup', 'is', 'there', ',', 'hot', 'milo', 'is', 'there', ',', 'Ice', 'milo', 'is', 'fine', '.', 'I', 'dunno', 'man', '.', 'ripoffs', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['On', 'par', 'with', 'the', 'hype', 'that', 'is', 'been', 'raved', 'about', '~', 'delicious', 'and', 'comfortable', 'place', '.', 'The', 'taste', 'matches', 'the', 'price', '.', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
"['On', 'par', 'with', 'the', 'hype', 'that', 'is', 'been', 'raved', 'about', '~', 'delicious', 'and', 'comfortable', 'place', '.', 'The', 'taste', 'matches', 'the', 'price', '.', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
"['On', 'par', 'with', 'the', 'hype', 'that', 'is', 'been', 'raved', 'about', '~', 'delicious', 'and', 'comfortable', 'place', '.', 'The', 'taste', 'matches', 'the', 'price', '.', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
"['Great', 'nasi', 'lemak', 'and', 'a', 'fantastic', 'local', 'experience', '.', 'Recommended', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ok', 'place', 'la', '.', 'Food', 'not', 'so', 'bad', '.', 'But', 'there', 'are', 'much', 'better', 'place', '.']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ok', 'place', 'la', '.', 'Food', 'not', 'so', 'bad', '.', 'But', 'there', 'are', 'much', 'better', 'place', '.']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['cannot', 'fault', 'anything', ',', 'food', 'was', 'delicious', ',', 'place', 'was', 'clean', ',', 'atmosphere', 'was', 'decent', '.', 'Top', 'notch', '!']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"['cannot', 'fault', 'anything', ',', 'food', 'was', 'delicious', ',', 'place', 'was', 'clean', ',', 'atmosphere', 'was', 'decent', '.', 'Top', 'notch', '!']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"['cannot', 'fault', 'anything', ',', 'food', 'was', 'delicious', ',', 'place', 'was', 'clean', ',', 'atmosphere', 'was', 'decent', '.', 'Top', 'notch', '!']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Teh', 'tarik', 'out', 'of', '6', '/', '10', 'rate', '.', 'Nasi', 'lemak', '6', '/', '10', ',', 'daging', 'rendang', 'a', 'bit', 'sweet', '6', '/', '10', ',', 'ayam', 'goreng', '6', '/', '10', ',', 'sambal', '5', '/', '10', ',', 'kerang', '6', '/', '10', ',', 'overall', '6', '.', '5', '/', '10', '.', 'Owner', 'need', 'to', 'do', 'survey', 'and', 'upgrade', 'quality', 'of', 'food', 'as', 'price', 'a', 'bit', 'high', '.', '4', '/', '10', '.', 'tq', 'Hope', 'will', 'improve']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Teh', 'tarik', 'out', 'of', '6', '/', '10', 'rate', '.', 'Nasi', 'lemak', '6', '/', '10', ',', 'daging', 'rendang', 'a', 'bit', 'sweet', '6', '/', '10', ',', 'ayam', 'goreng', '6', '/', '10', ',', 'sambal', '5', '/', '10', ',', 'kerang', '6', '/', '10', ',', 'overall', '6', '.', '5', '/', '10', '.', 'Owner', 'need', 'to', 'do', 'survey', 'and', 'upgrade', 'quality', 'of', 'food', 'as', 'price', 'a', 'bit', 'high', '.', '4', '/', '10', '.', 'tq', 'Hope', 'will', 'improve']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', '.', 'Everything', 'is', 'tasty', ',', 'especially', 'the', 'sweet', 'and', 'spicy', 'sambal', '.', 'Only', 'the', 'portion', 'is', 'a', 'bit', 'small', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Delicious', '.', 'Everything', 'is', 'tasty', ',', 'especially', 'the', 'sweet', 'and', 'spicy', 'sambal', '.', 'Only', 'the', 'portion', 'is', 'a', 'bit', 'small', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Excellent', 'nasi', 'lemak', 'with', 'beef', 'rendang', ',', 'tempeh', 'and', 'egg', '.', 'I', 'know', 'I', 'will', 'be', 'back', 'sometime', '!']","[0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Excellent', 'nasi', 'lemak', 'with', 'beef', 'rendang', ',', 'tempeh', 'and', 'egg', '.', 'I', 'know', 'I', 'will', 'be', 'back', 'sometime', '!']","[0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Excellent', 'nasi', 'lemak', 'with', 'beef', 'rendang', ',', 'tempeh', 'and', 'egg', '.', 'I', 'know', 'I', 'will', 'be', 'back', 'sometime', '!']","[0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Excellent', 'nasi', 'lemak', 'with', 'beef', 'rendang', ',', 'tempeh', 'and', 'egg', '.', 'I', 'know', 'I', 'will', 'be', 'back', 'sometime', '!']","[0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Pass', 'by', 'this', 'high', 'rating', 'nasi', 'lemak', 'spot', '.', 'The', 'place', 'is', 'clean', 'and', 'staffs', 'are', 'friendly', 'and', 'helpful', '.', 'Sambal', 'is', 'the', 'soul', 'of', 'the', 'nasi', 'lemak', '.', 'And', 'they', 'have', 'good', 'soul', 'over', 'here', ':', 'p', 'taste', 'is', 'good', 'and', 'most', 'importantly', 'the', 'price', 'is', 'reasonable', '!', 'Price']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Pass', 'by', 'this', 'high', 'rating', 'nasi', 'lemak', 'spot', '.', 'The', 'place', 'is', 'clean', 'and', 'staffs', 'are', 'friendly', 'and', 'helpful', '.', 'Sambal', 'is', 'the', 'soul', 'of', 'the', 'nasi', 'lemak', '.', 'And', 'they', 'have', 'good', 'soul', 'over', 'here', ':', 'p', 'taste', 'is', 'good', 'and', 'most', 'importantly', 'the', 'price', 'is', 'reasonable', '!', 'Price']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Pass', 'by', 'this', 'high', 'rating', 'nasi', 'lemak', 'spot', '.', 'The', 'place', 'is', 'clean', 'and', 'staffs', 'are', 'friendly', 'and', 'helpful', '.', 'Sambal', 'is', 'the', 'soul', 'of', 'the', 'nasi', 'lemak', '.', 'And', 'they', 'have', 'good', 'soul', 'over', 'here', ':', 'p', 'taste', 'is', 'good', 'and', 'most', 'importantly', 'the', 'price', 'is', 'reasonable', '!', 'Price']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Pass', 'by', 'this', 'high', 'rating', 'nasi', 'lemak', 'spot', '.', 'The', 'place', 'is', 'clean', 'and', 'staffs', 'are', 'friendly', 'and', 'helpful', '.', 'Sambal', 'is', 'the', 'soul', 'of', 'the', 'nasi', 'lemak', '.', 'And', 'they', 'have', 'good', 'soul', 'over', 'here', ':', 'p', 'taste', 'is', 'good', 'and', 'most', 'importantly', 'the', 'price', 'is', 'reasonable', '!', 'Price']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Pass', 'by', 'this', 'high', 'rating', 'nasi', 'lemak', 'spot', '.', 'The', 'place', 'is', 'clean', 'and', 'staffs', 'are', 'friendly', 'and', 'helpful', '.', 'Sambal', 'is', 'the', 'soul', 'of', 'the', 'nasi', 'lemak', '.', 'And', 'they', 'have', 'good', 'soul', 'over', 'here', ':', 'p', 'taste', 'is', 'good', 'and', 'most', 'importantly', 'the', 'price', 'is', 'reasonable', '!', 'Price']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['The', 'food', 'is', 'indeed', 'delicious', ',', 'but', 'the', 'fried', 'chicken', 'always', 'runs', 'out', '.', 'I', 'have', 'come', 'several', 'times', 'before', ',', 'and', 'usually', ',', 'the', 'fried', 'chicken', 'is', 'finished', '.', 'I', 'have', 'to', 'choose', 'other', 'dishes', '.', 'The', 'food', 'provider', 'at', 'the', 'counter', 'should', 'remind', 'the', 'kitchen', 'staff', 'to', 'cook', 'more', 'fried', 'chicken', 'if', 'it', 'is', 'running', 'out', '.', 'Thank', 'you', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'food', 'is', 'indeed', 'delicious', ',', 'but', 'the', 'fried', 'chicken', 'always', 'runs', 'out', '.', 'I', 'have', 'come', 'several', 'times', 'before', ',', 'and', 'usually', ',', 'the', 'fried', 'chicken', 'is', 'finished', '.', 'I', 'have', 'to', 'choose', 'other', 'dishes', '.', 'The', 'food', 'provider', 'at', 'the', 'counter', 'should', 'remind', 'the', 'kitchen', 'staff', 'to', 'cook', 'more', 'fried', 'chicken', 'if', 'it', 'is', 'running', 'out', '.', 'Thank', 'you', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
