Reviewer,Date,Review,English Review
Tuan Faris,a year ago,The best nasi lemak with sweet sambal.,The best nasi lemak with sweet sambal.
Aliahaqilah Qila,a month ago,"Sedapp banyak pilihan lauk pauk , staff friendly","Delicious, with a lot of choices for side dishes. Friendly staff."
Iqbal Hidayat Hamizul,2 years ago,"Tak pernah menyesal datang sejak umur 12 tahun. Wanjo ni antara peniaga nasi lemak yang dah lama berkampung kat kg baru. And apa yang kita boleh puji, selain dari nasi lemak dia yang signature, adalah effort and hospitality services daripada pihak kedai. Setiap tahun mesti ada improvement dari segi sistem pemilihan dish, beratur and bayar. Juga renovation kedai dia juga akan bertambah baik dari masa ke semasa. Inilah yang dipanggil terbaik.","Never regretted coming since I was 12 years old. Wanjo is among the nasi lemak vendors that have been long-established in Kg Baru. What we can praise, besides their signature nasi lemak, is the effort and hospitality services from the shop. Every year, there is always improvement in terms of the dish selection system, queuing, and payment. Also, the renovation of the shop continues to get better over time. This is what we call the best."
Brain Migraine,a year ago,"If you're looking for for a delicious & affordable Nasi Lemak in Kampung Baru, KL, look no further... Clean, quick & friendly staff. Their Milo Ice is a must have!","If you're looking for for a delicious and affordable Nasi Lemak in Kampung Baru, KL, look no further... Clean, quick & friendly staff. Their Milo Ice is a must have!"
ieda Mohd Shahri,2 years ago,"Among the best nasi lemak in town. Love the varieties of dish to choose from. With fragrance rice, steam to perfection. If you are in Kampung Baru, a visit to this place is a must for all Nasi Lemak lovers","Among the best nasi lemak in town. Love the varieties of dish to choose from. With fragrance rice, steam to perfection. If you are in Kampung Baru, a visit to this place is a must for all Nasi Lemak lovers"
faidhah Hassan,a year ago,Pilihan lauk yg banyak dan sedap,A lot of side dishes
Revati Bogaraja,3 years ago,Good nasi lemak with a balanced taste of spicy and sweet. It is served hot and fresh. Portion was reasonable with different meat add ons. Staffs were very friendly. Service is very fast. Plenty of seats for everyone,Good nasi lemak with a balanced taste of spicy and sweet. It is served hot and fresh. Portion was reasonable with different meat add ons. Staffs were very friendly. Service is very fast. Plenty of seats for everyone
Mohd Ruzian Mohd Mokhtar,2 years ago,Tgh renovate skang...tp nasi mmg sedap. Mahal sket jek la,"Currently undergoing renovation, but the rice is indeed delicious. Just a bit more expensive."
syahin hisham,8 months ago,"Biase2 je but the avocado blend is the best, campur skali dgn kiwi tu mmg tip top","Just average, but the avocado blend is the best, especially when mixed with kiwi, it's really top-notch."
Hazwan Ismail,2 years ago,"Sedap ?? .New setup, newlook.More systematic, huge, clean,friendly.Even the toilet also dah macam RnR ??","Delicious. New setup, new look. More systematic, huge, clean, and friendly. Even the toilet feels like a rest stop."
Ahmad Haziq Ahmad Qalam,a year ago,I had my Nasi Lemak Sotong here.Overall okay dan sedap. Sambal dia manis & pedas campuran yang ngam!,I had my nasi lemak here.Overall is okay and delicious.Sambal is sweet & spicy mixed mix!
Mr. Kuyroll,a year ago,"Situ ada 2 line. Line dine in & line bungkus. If you nak bungkus, better cari lain. Lama nau nunggu bungkus. 1st I beratur dekat line dine in, lepastu I rasa nak bungkus lepak tempat lain. Orang yang beratur depan I dekat line dine in dah habis makan, barulah I dapat order for tapau.","There are two lines there. One for dine-in and the other for takeaway. If you want takeaway, it's better to find another place. The wait for takeaway is quite long. At first, I lined up in the dine-in line, but then I felt like taking away, so I went to another place. The people in front of me in the dine-in line had already finished eating before I could place my takeaway order."
rashidi saidin,3 months ago,Best nasi lemak in town,Best nasi lemak In Town
Hirman Ismail,4 years ago,"Nasi lemak was delicious but not the best I have tasted. Service was fast. There was someone who helped us find our seats, unlike other Malay restaurants which usually will keep you waiting unattended, but this one you will feel welcomed. Many workers to serve your drinks very fast. For the nasi lemak, you need to line up and pay before you eat.","Nasi lemak was delicious but not the best I have tasted. Service was fast. There was someone who helped us find our seats, unlike other Malay restaurants which usually will keep you waiting unattended, but this one you will feel welcomed. Many workers to serve your drinks very fast. For the nasi lemak, you need to line up and pay before you eat."
Su M,4 months ago,Food is good but slightly salty for my taste,Food is good but slightly salty for my taste
Zariq Bahrin,4 years ago,"Place is quite nice, the food is tasty and more choice you can choose","Place is quite nice, the food is tasty and more choice you can choose"
azman abdullah,2 years ago,"If you look beyond the traffic jam, it's a great place for nasi lemak.. recommended","If you look beyond the traffic jam, it's a great place for nasi lemak.. recommended"
Mohamad Fairus,4 years ago,One of the best nasi lemak i had.. Love the sambal,One of the best nasi lemak i had.. Love the sambal
Elisha Md Talip,11 months ago,Dia jenis yang masakan manis tapi sedap. Harga mahal dengan apasal takde kacang doh?,The sambal is kind of sweet but delicious.Price is expensive with no beans.
Muhammad Irfan,a year ago,"Nasi lemak here is great?? First time coming just for take away, nor prefer to dine in cus the traffic is slow and the staff greet very well ! And also friendly staff love it ?? Will comes here again ????????","Nasi lemak here is great! This is my first time coming just for takeout; I prefer not to dine in because the traffic is slow, and the staff greeted me very well! Also, the staff is friendly�I love it! Will come here again for sure!"
Sivanisswari Sivasamy,9 months ago,"Food is delicious. Overall good. But, there is a staff ,female tall,very rude. Throwing utensil, scolding other staff... not pleasant at all...","Food is delicious. Overall good. But, there is a staff ,female tall,very rude. Throwing utensil, scolding other staff... not pleasant at all..."
SITI AINI,9 months ago,Very nice nasi lemak..good taste also...can go there again....yum2,Very nice nasi lemak..good taste also...can go there again.
Jamal Sabri Mamat,3 years ago,The place is just okay but the food is a little bit pricey compare to its competitors. The servers esp the one attending to your nasi lemak look uninterested in doing their job.,The place is just okay but the food is a little bit pricey compared to its competitors. The servers especially the one attending to your nasi lemak look uninterested in doing their job.
Izziaty M. Y Self,a year ago,"Overpriced. Rasa kurang. Nasi lemak tanpa kacang.Tempat selesa dan bersih, kipas byk. Service cepat.","Overpriced. Feel less. Nasi lemak without beans. The place is comfortable and clean, the fan. Service is fast."
Hazan Zan,a year ago,"Nasi lemak femes ni di kampung baru, beratur panjang kaw, kena sabar je la kalu Nak makan ni sebab weekend kan biasa la semua keluar hangout.","This famous nasi lemak in Kampung Baru always has a long queue. You just need to be patient if you want to eat here because, on weekends, everyone tends to go out and hang out."
Salina Salli,3 years ago,Spoilt for choices of the lauk pauk to accompany the nasi lemak. Of course paru is my favourite and the fried chicken is juicy enough ! My only complaints is the sambal is way to sweet for my taste. Overall good nasik lemak if you don’t mind the price ??,"Spoilt for choices of the dishes to accompany the nasi lemak. Of course, lung is my favourite and the fried chicken is juicy enough! My only complaint is the sambal is way too sweet for my taste. Overall good nasi lemak if you don't mind the price ??"
N Sri,11 months ago,tasty but pricey. restaurant is very clean and got a lot of ceilings fan. need to pay rm1 for air-conditioned room,tasty but pricey. restaurant is very clean and got a lot of ceilings fan. need to pay rm1 for air-conditioned room
Siti Nur Hazwani Md Sabudin,10 months ago,"Servis laju. Makan sedap. Sotong lembut. Nak makan nasi lemak sedap tanpa ragu, boleh datang sini","Speed service.Eat well.Soft squid.To eat delicious nasi lemak without hesitation, you can come here"
Mazailani Awang,7 months ago,Biasa jek nasi lemak nye...Xde pe yg special... Xde sedap mana pun,Just an average nasi lemak... Nothing special... Not particularly delicious.
Elmy Ismail,a year ago,"Mantap. Sedap. Keadaan dalaman simple, tapi yang penting bersih. Pekerja memang pantas clearkan pinggan bagi yg dah selesai makan. Air filter free pun disediakan kot-kot la perlu extra air kalau kepedasan. Hehehe..","Steady.Delicious.The internal condition is simple, but the important thing is clean.Workers are quick to clear the dishes for those who have finished eating.The free water filter is provided with extra water when it comes to fragrance.Hehehe .."
Satya Manggala Pragolapati,5 years ago,"The restaurant ambiance is like a typical Melayu Restaurant which is modest yet comfy. There are a lot of side dish you can choose along with its famous nasi lemak, from egg, chicken, to seafood. I don't really like its sambal, though.","The restaurant ambiance is like a typical Melayu Restaurant which is modest yet comfy. There are a lot of side dish you can choose along with its famous nasi lemak, from egg, chicken, to seafood. I don't really like its sambal, though."
sundae ngasri,4 years ago,"Seriously the best Nasi Lemak in town! Even though it's forever long queue, but don't worry, there are always seats available unless you're coming in a big group! Also, if you are coming to 'tapau' or take-away, you don't have to queue with all the customers who want to eat-in. There will another line just for that. Awesome!","Seriously the best Nasi Lemak in town! Even though it's forever long queue, but don't worry, there are always seats available unless you're coming in a big group! Also, if you are coming to 'tapau' or take-away, you don't have to queue with all the customers who want to eat-in. There will another line just for that. Awesome!"
Kjazmie Kamsar,a year ago,"This Nasi lemak are Good but sadly the take away queue were too long, I'm standing 45 minutes but still did not get my nasi lemak, the managment need to improve their services, so far i noticed only 2 workers attending take away customers..","This Nasi lemak are Good but sadly the take away queue were too long, I'm standing 45 minutes but still did not get my nasi lemak, the managment need to improve their services, so far i noticed only 2 workers attending take away customers.."
Maimunah Abu Bakar,2 years ago,"Nasi nya sedap dan lembut sambal pun sedap dengan berbagai pilihan lauk2 Saya suka sambal sotong dgn limpa sekarang dah ada fresh juice,ice cream teh tarik dia terbaik kedai pun dah bertambah selesa Tak sabar nak makan di kedai I likeeeeee ??","The rice is delicious and tender, and the sambal is tasty with various choices of side dishes. I like the sambal sotong and limpa. Now they have fresh juice, ice cream, and teh tarik, which are the best. The shop has become more comfortable. Can't wait to eat at the restaurant. I like it!"
Fizal Jamel,a year ago,"One of my personal favourite nasi lemak shop. The soft and fragrant rice combined with the delicious beef rendang and sweet and spicy sambal, it's just superb. Delicious.","One of my personal favourite nasi lemak shop. The soft and fragrant rice combined with the delicious beef rendang and sweet and spicy sambal, it's just superb. Delicious."
Alia Shafie,3 years ago,The nasi lemak tasted plain white rice and the sambal was just ok. Portion also too little for6 a basic RM4 per plate. It was not to my expectation as the place was too overated in social media...not recommended for nasi lemak lover. Normal roadside stall tasted better.,The nasi lemak tasted like plain white rice and the sambal was just ok. The portion is also too little for a basic RM4 per plate. It was not to my expectation as the place was too overrated in social media...not recommended for nasi lemak lover. Normal roadside stall tasted better.
Khairunnisa Begum,9 months ago,"Food was fine, nothing great. Big portion. Clean and comfy. Pay 1rm and u get to sit at the air conditioned area","Food was fine, nothing great. Big portion. Clean and comfy. Pay 1rm and you get to sit in the air conditioned area"
Sp Saamy,7 months ago,Its not a satisfied visit. The nasi lemak don't taste like Malaysian.,Its not a satisfied visit. The nasi lemak don't taste like Malaysian.
Agros Banu,a year ago,The first time I ate their nasi lemak wif ayam goreng was nice.. But second time the chicken doesn't taste the same and their sambal was too sweet.. The third time their ayam goreng was burnt and hard to chew.. And there was hair in my daughter's nasi lemak.. Seems like the quality is not same as first.. And taste differs each time.. disappointed..,"The first time I had their nasi lemak with fried chicken, it was nice. However, the second time, the chicken didn't taste the same, and the sambal was too sweet. The third time, the fried chicken was burnt and hard to chew, and there was hair in my daughter's nasi lemak. It seems like the quality is not the same as the first time, and the taste varies each time. Disappointed."
mohammad hairi ahmad,a year ago,"Tempat yang sesuai untuk sejumlah yang ramai kerana tempat yang besar, meja makan yang banyak dan 'turn over' yang cepat. Masa menunggu tidak lama. Nasi lemak ok cuma sambal 'kureng' berkenan sikit.","The perfect place for a large number of places, large dining tables and fast turnover. The waiting time is not long. Nasi lemak is ok, just sambal is not satisfied a little."
Rafika Roslan,3 years ago,"2 stars because their nasi lemak just taste ok. Nothing special. Not worth my time to find parking and have to queue for food. Their avocado smoothies is the worst i ever taste! They use unripe avocado. It taste extremely bitter. End up have to throw away , waste my RM7","2 stars because their nasi lemak just taste ok. Nothing special. Not worth my time to find parking and have to queue for food. Their avocado smoothies is the worst i ever taste! They use unripe avocado. It taste extremely bitter. End up have to throw away , waste my RM7"
Farhan Zulkifli,a year ago,"Good nasi lemak with necessary condiments (ground nuts, fried anchovies, cucumber, boiled egg).Sambal is little bit sweet but still tasty.Overall not the best nasi lemak but still enjoyable to eat","Good nasi lemak with necessary condiments (ground nuts, fried anchovies, cucumber, boiled egg).Sambal is little bit sweet but still tasty.Overall not the best nasi lemak but still enjoyable to eat"
Tasnim L,4 years ago,"We visited on a sunday morning. There was already a queue at 830am, though it was well managed by the staff. As for the food, we generally like the side dishes (rendang,ayam merah,begedil and paru) though it was disappointing that they weren't warm and was pretty much cold","We visited on a sunday morning. There was already a queue at 830am, though it was well managed by the staff. As for the food, we generally like the side dishes (rendang,ayam merah,begedil and paru) though it was disappointing that they weren't warm and was pretty much cold"
Echa Syaidatull,3 years ago,Biasa biasa. Tapi harga agak mahal compare dengan nasi lemak biasa kedai Mamak.,Normal. But the price is quite expensive compared with the regular nasi lemak of the Mamak shop.
Luqman Khalid,a year ago,The rice was nice and fragrant..... But the sambal just average..... Bit pricey.... But understandable because it's steam rice and big ikan bilis.... Bergedil sedap giler... Must try,The rice was nice and fragrant..... But the sambal just average..... Bit pricey.... But understandable because it's steam rice and big ikan bilis.... Bergedil sedap giler... Must try
Izzatul hazwani,a year ago,"Nasi lemak sedap cukup rasa, ayam goreng rangup. Tapi yang paling best memang sambal dia. Harga pun berpatutan","Nasi lemak is delicious enough, crunchy fried chicken. But the best thing is sambal. The price is reasonable"
hashidah abdul razak,a month ago,The taste is too salty. It's too pricy.Parking: No parking lot,The taste is too salty. It's too pricy.Parking: No parking lot
Mohd Redzuan,2 weeks ago,"Nasi ok,tp sambal manis,","Rice ok, but sweet sambal,"
Azzyan Mohamad Wahid,a year ago,"Nasi lemak sedap. Rasa lain dr biasa. Pilihan lauk pun byk.Recommanded.Tempat bersih, selesa & luas.Ada surau & bilik air yg bersih.Sesuai utk kunjungan family & grouping","Delicious nasi lemak. The taste is different from the usual. Many choices of side dishes. Recommended. The place is clean, comfortable, and spacious. There is a clean prayer room and restroom. Suitable for family visits and group gatherings."
Muzhafar Azhar,2 years ago,Cozy and clean. The nasi lemak was the best in KL. Even price to be compare with normal stall quite expensive. But its worth the pay. Recommended for first time who come to KL Kg Bharu. Must Try !!!,"Cozy and clean. The nasi lemak is the best in KL. Even compared to normal stalls, the price is relatively high, but it's worth the payment. Recommended for first-timers visiting KL Kg Bharu. Must try!!!"
saif zalizan,a year ago,Menu nasi lemak yang cukup enak dengan pelbagai jenis lauk pauk sebagai pilihan untuk dinikmati ketika berkunjung ke sini.,The nasi lemak menu is delicious with different types of side dishes as an option to enjoy when visiting here.
Rabiatul Adawiyah,2 years ago,Love this place. The best Nasi Lemak.,Love this place. The best Nasi Lemak.
rozie Ahmad,2 years ago,Selesa but panas sbb xde aircond ?.Makanan ok. Biasa je.,Comfortable but hot because there's no air conditioning ?. The food is okay. Just average.
radzi rashid,4 years ago,The Best Nasi Lemak in Town,The Best Nasi Lemak in Town
Nordin Masre,a year ago,"Please, if you do have big appetite (even for a small stomach) , do ask for additional rice (nasi tambah). I'm pretty sure you won't regret it. The rice smells good, the shop is pretty clean and neat.","Please, if you have a big appetite (even with a small stomach), ask for additional rice (nasi tambah). I'm pretty sure you won't regret it. The rice smells good, and the shop is pretty clean and neat."
Sam Mohamed,a year ago,So so nasi lemak and lauk. Price also okay. But the beef rendang is too chewy. Ayam merah is pretty nice,Average nasi lemak and side dishes. The price is okay. But the beef rendang is too chewy. Ayam merah is pretty nice
Kamal Yusof (eskae),2 years ago,"Not bad. Was told amazing stories about the restaurant but didn't meet my expectation. I believe the rate is just 3 star. Staff not so warm servicing you, 3 star food. Probably the variety of lauk why people rate so high..","Not bad. Was told amazing stories about the restaurant but didn't meet my expectation. I believe the rate is just 3 star. Staff not so warm servicing you, 3 star food. Probably the variety of side dish why people rate so high.."
Syuk RGV,a year ago,Nasi lemak dia mmg sedap.. nasi serui2 x lembik.. makan mmg puas sbb bnyk pilihan lauk kat sini.. yg nk jaga diet jgn dtg.. nnt lari diet,"Their nasi lemak is really delicious. The rice is fragrant and not mushy. Eating here is satisfying because there are many choices of side dishes. Those who want to watch their diet, don't come here, or else your diet will be ruined."
Hadif Irfan (hdfn),a year ago,Good place to have nasi lemak. Variety of addons/lauk. Fast service. Got free water dispenser too for the customer there ??,Good place to have nasi lemak. Variety of add-ons/side dishes. Fast service. There is also a free water dispenser for customers there. ??
MOHD SUHAIMI KEMAT,a year ago,Harga dah melantun2 naik. Tp rasa masih sama. Dulu nak mkn hari2 ok je. Skrg nk mkn tunggu betul2 rasa nk mkn baru dtg. Kan best kalau ada special rate utk org Kg.Baru. ??,"The prices have soared, but the taste remains the same. In the past, eating it every day was fine. Now, I wait until I really crave it to come. It would be nice if there were special rates for Kg. Baru residents. ??"
Wong KC,2 years ago,Best Nasi lemak in KL. Has overtaken Nasi lemak international that is next door. Should try their sotong and beef. You need to ask for more rice which they charge extra. Our office buys this in 80 packs for our staff meeting. They will deliver to your office even in the evening . Somehow it taste better in a packet which users banana leaf . Must be the blend of aroma with the banana leaf with the sambal . Must try if you are nearby,Best Nasi lemak in KL. Has overtaken Nasi lemak international that is next door. Should try their sotong and beef. You need to ask for more rice which they charge extra. Our office buys this in 80 packs for our staff meeting. They will deliver to your office even in the evening. Somehow it tastes better in a packet that uses banana leaf. Must be the blend of aroma with the banana leaf with the sambal. Must try if you are nearby
Joshua Soo,4 years ago,"Love the rice in the nasi lemak, probably the most fragrant I had. However, the rest of the stuff is probably average at best. Prices aren't that cheap, but then that's to be expected in the middle of KL. Keep your expectations reasonable on the store hygiene and you'll be alright here. Else, if you're willing to travel then Village Park is a better option.","Love the rice in the nasi lemak, probably the most fragrant I had. However, the rest of the stuff is probably average at best. Prices aren't that cheap, but then that's to be expected in the middle of KL. Keep your expectations reasonable on the store hygiene and you'll be alright here. Else, if you're willing to travel then Village Park is a better option."
Izham Ajmaan,8 months ago,"Packed but fast service.Affordable price, and tastes good.Heavy traffic on the way to here. For me, it is one off visit","Packed but fast service.Affordable price, and tastes good.Heavy traffic on the way to here. For me, it is one off visit"
Raz Yaacub,4 years ago,"In my opinion both this place and its neighbor Nasi Lemak International are over hyped. They are average at best. It’s ironic, the Lemak is missing from the Nasi Lemak. Both sambals are competent enough though. If I have to choose, the ","In my opinion, both this place and its neighbor, Nasi Lemak International, are overhyped. They are average at best. It's ironic�the 'Lemak' is missing from the Nasi Lemak. Both sambals are competent enough though"
puteri athirah,a year ago,Nasi lemak dan pilihan lauk lain terlebih manis... Rasenye kalu g hri2 boleh kena diabetes ??.. Overall ok lahh!!,"The nasi lemak and other side dish options are overly sweet. It feels like if you go every day, you might get diabetes. Overall, it's okay."
Abe R,2 years ago,Always heard about Wanjo from my nephews.Hence it was a must for me to also try out their Nasi Lemak.Dang ! My NLemak Ayam Goreng & Sambal Sotong was fabulously delicious.,Always heard about Wanjo from my nephews.Hence it was a must for me to also try out their Nasi Lemak. My Nasi Lemak Ayam Goreng & Sambal Sotong was fabulously delicious.
Frederick Thew,a year ago,"Sweet nasi lemak. Spicy level is the tourist level. Sweet and not spicy at all. Chickens are on the hard side, not tender.","Sweet nasi lemak. Spicy level is the tourist level. Sweet and not spicy at all. Chickens are on the hard side, not tender."
Muhamad Asywadi,3 years ago,Nasi lemak is good. Nasi is sebutir sebutir because it is kukus-ed. Sambal is not the best I've had. Paru is not that good. Rendang is good. Service is good. Parking can be found easily at RM5. But I had high hope for this nasi lemak because of the rave reviews.,Nasi lemak is good. The rice is clumped together because it's steamed. The sambal is not the best I've had. The lung is not that good. The rendang is good. Service is good. Parking can be found easily at RM5. But I had high hopes for this nasi lemak because of the rave reviews.
azlan abdul aziz,3 years ago,"This place have been around a very long time in iconic Kampong Bahru. This is only the second time I am tasting the nasi lemak with the choosing of your own favourite lauk, be it with meat, cuttlefish, chicken, or limpa( don't know what's its called in English). My opinion the best nasi lemak in town. Will for sure go again when the cravings gets to me!.","This place has been around for a very long time in the iconic Kampong Bahru. This is only the second time I am tasting the nasi lemak with the option to choose your own favorite side dishes, be it with meat, cuttlefish, chicken, or lung (don't know what it's called in English). In my opinion, it's the best nasi lemak in town. I will for sure go again when the cravings hit me!"
Zahri Muda,8 months ago,Nasi tak banyak sgt kena tambah nasi hehehehe rendang ayam sedap tapi sejuk,"The rice is not much; you need to add more rice, hehehe. The chicken rendang is delicious but it's cold."
Nia Kurniasih,4 years ago,"I've tried nasi lemak here and there in Malaysia and this one is so far the yummiest of all despite its moderate prices. The spicy beef with coconut sauce is the second best next to Rendang. The owner has been very hospitable too and the staff is efficient. Next time I'm in KL again, I'll definitely go there again for the food.","I've tried nasi lemak here and there in Malaysia, and this one is by far the yummiest of all, despite its moderate prices. The spicy beef with coconut sauce is the second-best, next to rendang. The owner has been very hospitable, and the staff is efficient. The next time I'm in KL again, I'll definitely go there again for the food."
hakimi,8 months ago,Mahal nk mampus..org KL mmg benak kot byr mahal2 lps tu ckp sedap..ye la da byr mahal takkan nk kata tak sedap pulak,"Expensive to the point of death... People in KL must be crazy to pay such high prices and then say it's delicious. Well, of course, after paying so much, who would admit it's not delicious."
Rama Novta Miraldi,4 years ago,"Very good nasi lemak, eventough many cat in there but it really amazing food","Very good nasi lemak, eventhough many cat in there but it really amazing food"
Joseph Foo,3 years ago,"Had nasi lemak at the shop in the evening. The nasi was nice but not as flavourful as I hoped. The dishes were cold and limited. However, the staff were friendly and service was good. I will suggest maybe going in the morning or early afternoon will probably be better.","Had nasi lemak at the shop in the evening. The rice was nice but not as flavourful as I hoped. The dishes were cold and limited. However, the staff was friendly and service was good. I will suggest maybe going in the morning or early afternoon will probably be better."
Andrew G Gopal,2 years ago,"Set in the heart of Kampung Baru, I feel this Nasi Lemak over shadows the more famously known Antarabangsa. The crowd justifies this. The rice is fluffy top with sambal which is slightly sweet for my liking. Rendang chicken, fried chicken and sambal chicken is decent. Good and systematic service for eat it or take out.","Set in the heart of Kampung Baru, I feel this Nasi Lemak over shadows the more famously known Antarabangsa. The crowd justifies this. The rice is fluffy top with sambal which is slightly sweet for my liking. Rendang chicken, fried chicken and sambal chicken is decent. Good and systematic service for eat it or take out."
SITI AINI,9 months ago,Very nice nasi lemak..good taste also...can go there again....yum2,Very nice nasi lemak..good taste also...can go there again....yum2
Soofish H,4 years ago,"So far one of the best ones I’ve tried. Tasty sambal, juicy chicken, good service and surprisingly pretty clean because cleanliness is not something you normally encounter in Kampung Baru or most gerai in general. I take away one star because they’re not that generous with sambal and rice. ","So far one of the best ones I've tried. Tasty sambal, juicy chicken, good service and surprisingly pretty clean because cleanliness is not something you normally encounter in Kampung Baru or most restaurants in general. I take away one star because they're not that generous with sambal and rice."
meor hafizan,3 years ago,You want the best nasi lemak in KL area? This is the place.,You want the best nasi lemak in KL area? This is the place.
muhd asyraf,a year ago,Love the food. The sambal its not spicy can be eat who want to try for the first time. Its better to eat while the food still hot. Will repeat again for sambal kerang??,Love the food. The sambal its not spicy can be eat who want to try for the first time. Its better to eat while the food still hot. Will repeat again for sambal kerang
Mohamed Elfy Mohd Khalid,a year ago,Good space for dine in... Clean & fresh,Good space for dine in... Clean & fresh
Ridh Abd,2 years ago,I can tell you something..It's not that tasty nor that yummy..No parking space for cars too..,I can tell you something..It's not that tasty nor that yummy..No parking space for cars too..
cik nadia,5 months ago,Rasanya indah khabar dari rupa. Harga memang,The taste is far from the appearance. The price is indeed expensive.
Saiful Azhar,3 years ago,Best nasi lemak in town. The rice has just enough coconut milk inside it and the sambal taste so good you'll want to ask for extra. Can't give 5 stars because a bit pricey for a nasi lemak.,Best nasi lemak in town. The rice has just enough coconut milk inside it and the sambal taste so good you'll want to ask for extra. Can't give 5 stars because a bit pricey for a nasi lemak.
Aina Zuhairah,3 years ago,"rasa sedap tapi untuk rm4 nasi lemak biasa, nasi dia sikit. lain semua okay, nasi je sikit. next time kalau pergi mungkin saya beli 2 nasi ahahahah.","The taste is good, but for RM4 for a regular nasi lemak, the portion of rice is small. Everything else is okay, just the rice is a bit lacking. Next time, if I go, maybe I'll buy two portions of rice, hahaha."
Kogelavani Arumugam,a month ago,The ayam sambal i think almost going to spoil,The ayam sambal i think almost going to spoil
Elly Kash,a year ago,Rude staff manning the nasi lemak & drinks counter! The lady at the nasi lemak counter didn't bother asking me which part of the chicken that I wanted. She was making faces when I told her that I wanted a different part of the chicken than the one given!,Rude staff manning the nasi lemak & drinks counter! The lady at the nasi lemak counter didn't bother asking me which part of the chicken that I wanted. She was making faces when I told her that I wanted a different part of the chicken than the one given!
Amir Zunaidi,a year ago,"good atmosphere, good food, but the rice portion is a bit small, so if come here with hungry stomach, make sure u tell them to put more rice for u. the price is ok for KL","good atmosphere, good food, but the rice portion is a bit small, so if come here with hungry stomach, make sure you tell them to put more rice for you. the price is ok for KL"
Johanna Koch,8 months ago,Nice local place and very cheap. The nasi lemak tasted amazing!,Nice local place and very cheap. The nasi lemak tasted amazing!
Abdul Jabbar Abd Hamid,3 years ago,Tempat best untuk makan/beli nasi lemak.Memang favorite port untuk keluarga dan rakan-rakan,The best place to eat/buy nasi lemak.
Aidyl Sulaiman,2 years ago,"Sedap.kedai dibuka seawal jam 7 pagi.bagi penggemar nasi lemak,pastikan anda merasai nasi lemak Wan Jo kampung baru.",Delicious food. The store is open as early as 7am.
Hanif Mohamed Talha,a year ago,"Great food and systematic to get food. 1 Lane for dine-in, and 1 lane just for takeaways. Long queue but very fast serving. Varieties of dishes to go with nasi lemak. I like the rendang limpa","Great food and systematic to get food. 1 Lane for dine-in, and 1 lane just for takeaways. Long queue but very fast serving. Varieties of dishes to go with nasi lemak. I like the rendang limpa"
007dcr007,a year ago,One of the best if not the best nasi lemak i have tasted. Its at a different level from other nasi lemaks i have tasted. Will look forward to having it each time when in KL,"One of the best, if not the best, nasi lemak I have tasted. It's at a different level from other nasi lemaks I have tried. I will look forward to having it each time when in KL."
Wanjoe Wanjoe,9 months ago,kebetulan nama aku pon wanjo.. jadi memang terbaik nasi lemak kat sini.. padu.,"Coincidentally, my name is Wanjo too, so the nasi lemak here is indeed the best. Excellent."
biela b,2 years ago,"Datang jauh nak cuba makan nasi lemak wanjo, tapi datang datang je tengok 80% pekerja mask letak kat dagu. Baik tak payah pakai mask kalau mcm tu. kes covid tak turun lagi, kenapa sebegitu ringan ambik mudah SOP","Came from afar to try Nasi Lemak Wanjo, but upon arrival, noticed that 80% of the staff had their masks below their chins. It's better not to wear masks at all if that's the case. The COVID cases haven't decreased yet, why take SOP so lightly."
Melena Aziz,a year ago,Nasi lemak tk di nafikan sedap..tpi yg paling frust q utk take away slow nak mampos..yg dine in lagi laju kot.. dri kul 8-8.45 anggarran dlm 10 org di depan masih tk settle pelik jugak..lebih baik dine jer tpi tmpt pack pulak..,"The deliciousness of the nasi lemak cannot be denied, but the most frustrating thing is the incredibly slow service for takeaways. Dining in is faster, from 8 to 8:45, the service for around 10 people in front still hasn't been settled, it's strange. It's better to just dine in but the packing area is also slow."
Waz Ab,4 years ago,Great tasting Nasi lemak. This is a popular place. They just started serving in the evening too to complement their morning hours. Their extra topping choices like rendang and chicken and cockles are delicious. Two thumbs up!!,Great tasting Nasi lemak. This is a popular place. They just started serving in the evening too to complement their morning hours. Their extra topping choices like rendang and chicken and cockles are delicious. Two thumbs up!!
Maerzad Mohamed Nazmi,4 years ago,"Okay Nasi lemak place. It has awesomely good fried chicken though! Couple that with freshly fried egg, we have ourselves a winner. While at that, the front of the shop also has a blended fruit drink stall which is also good. Tempe here is so so.","Okay nasi lemak place. It has awesomely good fried chicken, though! Couple that with a freshly fried egg, we have ourselves a winner. While at that, the front of the shop also has a blended fruit drink stall which is also good. Tempe here is so-so."
roshydan _95,3 years ago,Berbaloi. Antara nasi lemak yang tersedap di Kuala Lumpur. Harga di sini amat berpatutan dan servis di sini juga pantas sekali. Amat recommend bagi sesiapa yang datang singgah ke Kampung Baru.,"Worth it. Among the most delicious nasi lemak in Kuala Lumpur. The price here is very reasonable, and the service is also very fast. Highly recommended for anyone who stops by Kampung Baru."
